curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6949052132701422,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H2FS1', 'H1WP3', 'H2GH45'],23,5,10
127,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
128,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
129,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
130,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
131,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
132,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
133,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
134,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
135,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
136,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
137,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
138,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
139,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
140,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
141,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
142,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
143,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
144,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
145,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
146,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
147,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
148,0.7132701421800948,['H2PF7', 'H1FS10', 'H2PF13', 'H1PF35', 'H1DS12', 'H1ED24', 'S62P', 'H2WP13', 'H2DS13', 'H1GH52', 'H1PF7', 'H1IR12', 'H2WP3', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'H1ED17', 'H1IR3', 'H2PF35', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2FS15', 'H2PF9', 'S62P', 'H1DS14', 'H1TO1', 'H1DS15', 'H1PF10', 'H1DS10', 'H2WP14', 'H2GH26', 'H1DS9', 'H2WP6', 'H2TO1', 'H1FS6', 'H2FS9', 'H1DS8', 'H2PF8', 'H2PF22', 'H2DS6', 'H1GH28', 'H1PF15', 'H2DS9', 'H2EE12', 'H2PF10', 'H2WP6', 'H2FS7'],28,64,27
